# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSHebrewDic-v0.9.2-en.JSON sha256=1686a25dd31dc9afb7b932927e160070667c73caedad11aa7e4482c21f800e8e
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	osszetett	nyelv	szotar	entry_id	lemma	lexid	entry_kod	domen_kod	domen	glossza	hivatkozas_n
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001001000	—	001002007012	Relatives	father	555
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001002000	—	001002007012	Relatives	grandfather; ancestor	385
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001003000	—	001002007012	Relatives	father > founder	33
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001004000	—	002003003011	Engage	the first person to ...	2
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001005000	—	002002002005	Exist	father > creator	4
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001006000	—	001002007007	Officials	adviser	3
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001007000	—	002003003019	Safe	father; protector; helper	16
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001008000	—	001002009010	Tombs	father; place of security; place of comfort	1
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001009000	—	001002007004	Groups	father's house = family	145
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001010000	—	001002007004	Groups	ancestral tribe	9
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001011000	—	001002007004	Groups	ancestry	50
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001012000	—	002003002018	Possess	family possessions; patrimony	1
H0001	H0001	—	heber	SDBH	000003000000000	אָב	000003001013000	—	003001017	Titles	father (as title)	7
H0002	A0002	—	arameus	SDBH	000002000000000	אַב	000002001001000	—	001002007012	Relatives	father	6
H0002	A0002	—	arameus	SDBH	000002000000000	אַב	000002001002000	—	001002007012	Relatives	forefather; ancestor	3
H0003	H0003	—	heber	SDBH	000001000000000	אֵב	000001001001000	—	001002004	Vegetation	blossom; flower	1
H0003	H0003	—	heber	SDBH	000001000000000	אֵב	000001001002000	—	002001001056	Stage	blossom	1
H0003	H0003	—	heber	SDBH	000001000000000	אֵב	000001001003000	—	001002008003004	Fruits	fruit	3
H0004	A0004	—	arameus	SDBH	000001000000000	אֵב	000001001001000	—	001002004	Vegetation	blossom; flower	1
H0004	A0004	—	arameus	SDBH	000001000000000	אֵב	000001001002000	—	002001001056	Stage	blossom	1
H0004	A0004	—	arameus	SDBH	000001000000000	אֵב	000001001003000	—	001002008003004	Fruits	fruit	3
H0005	H0005	—	heber	SDBH	000004000000000	אֲבַגְתָא	000004001001000	—	003001007	Names of People	Abagtha	1
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001001000	—	002002001018	Non-Space	to be lost	2
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001002000	—	002002001018	Non-Space	to wander; to stray	8
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001003000	—	002004002013	Think	to give up as lost	1
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001004000	—	002001001019	Dead	to vanish; to disappear; to be lost; to perish; to be broken; to be destroyed; to be ruined	88
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001004000	—	002002002006	Non-Exist	to vanish; to disappear; to be lost; to perish; to be broken; to be destroyed; to be ruined	88
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001005000	—	002001001019	Dead	to destroy; to kill	62
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001005000	—	002002002006	Non-Exist	to destroy; to kill	62
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001006000	—	002003003010	End	to perish; to come to an end	24
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001007000	—	002003003010	End	to destroy; to corrupt; to put an end	9
H0006	H0006	—	heber	SDBH	000005000000000	אבד	000005001008000	—	002001001019	Dead	to destroy a life > to kill people	1
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001001000	—	002002001018	Non-Space	to be lost	2
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001002000	—	002002001018	Non-Space	to wander; to stray	8
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001003000	—	002004002013	Think	to give up as lost	1
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001004000	—	002001001019	Dead	to vanish; to disappear; to be lost; to perish; to be broken; to be destroyed; to be ruined	88
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001004000	—	002002002006	Non-Exist	to vanish; to disappear; to be lost; to perish; to be broken; to be destroyed; to be ruined	88
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001005000	—	002001001019	Dead	to destroy; to kill	62
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001005000	—	002002002006	Non-Exist	to destroy; to kill	62
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001006000	—	002003003010	End	to perish; to come to an end	24
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001007000	—	002003003010	End	to destroy; to corrupt; to put an end	9
H0007	A0007	—	arameus	SDBH	000005000000000	אבד	000005001008000	—	002001001019	Dead	to destroy a life > to kill people	1
H0008	H0008	—	heber	SDBH	000006000000000	אֹבֵד	000006001001000	—	002001001019	Dead	destruction	2
H0008	H0008	—	heber	SDBH	000006000000000	אֹבֵד	000006001001000	—	002002002006	Non-Exist	destruction	2
H0008	H0008	—	heber	SDBH	000006000000000	אֹבֵד	000006002001000	—	002002003001	Endure	to be permanent	2
H0009	H0009	—	heber	SDBH	000007000000000	אֲבֵדָה	000007001001000	—	002002001018	Non-Space	lost object	4
H0010	H0010	—	heber	SDBH	000009000000000	אֲבַדֹּון	000009001001000	—	001003	Regions Under the Earth	Abaddon; world of the dead	7
H0011	H0011	—	heber	SDBH	000009000000000	אֲבַדֹּון	000009001001000	—	001003	Regions Under the Earth	Abaddon; world of the dead	7
H0012	H0012	—	heber	SDBH	000010000000000	אַבְדָן	000010001001000	—	002001001019	Dead	destruction; extermination	1
H0012	H0012	—	heber	SDBH	000010000000000	אַבְדָן	000010001001000	—	002002002006	Non-Exist	destruction; extermination	1
H0013	H0013	—	heber	SDBH	000011000000000	אָבְדָן	000011001001000	—	002001001019	Dead	destruction; extermination	1
H0013	H0013	—	heber	SDBH	000011000000000	אָבְדָן	000011001001000	—	002002002006	Non-Exist	destruction; extermination	1
H0014	H0014	—	heber	SDBH	000012000000000	אבה	000012001001000	—	002001002028	Willing	to be willing to	48
H0014	H0014	—	heber	SDBH	000012000000000	אבה	000012001002000	—	002001002028	Willing	to accept; to want to have something to do with	3
H0014	H0014	—	heber	SDBH	000012000000000	אבה	000012001003000	—	002001002028	Willing	to accept	3
H0015	H0015	—	heber	SDBH	000019000000000	אָבִי	000019001001000	—	004005	Evaluators	would that ...!	1
H0016	H0016	—	heber	SDBH	000013000000000	אֵבֶה	000013001001000	—	001002004001	Plants	reeds	1
H0017	H0017	—	heber	SDBH	000014000000000	אֲבֹוי	000014001001000	—	004005	Evaluators	woe; alas	1
H0018	H0018	—	heber	SDBH	000015000000000	אֵבוּס	000015001001000	—	001002008001003	Containers	crib; manger; feed trough	3
H0019	H0019	—	heber	SDBH	000016000000000	אִבְחָה	000016001001000	—	002001001049	Shine	glittering	1
H0019	H0019	—	heber	SDBH	000016000000000	אִבְחָה	000016002001000	—	002003001018	Uncover	unsheathing	1
H0019	H0019	—	heber	SDBH	000016000000000	אִבְחָה	000016003001000	—	002001002001	Afraid	threatening	1
H0020	H0020	—	heber	SDBH	000017000000000	אֲבַטִּיחַ	000017001001000	—	001002008003002	Crops	watermelon	1
H0021	H0021	—	heber	SDBH	000018000000000	אֲבִי	000018001001000	—	003001007	Names of People	Abi	1
H0022	H0022	—	heber	SDBH	000022000000000	אֲבִיאֵל	000022001001000	—	003001007	Names of People	Abiel	2
H0022	H0022	—	heber	SDBH	000022000000000	אֲבִיאֵל	000022001002000	—	003001007	Names of People	Abiel	1
H0023	H0023	—	heber	SDBH	000023000000000	אֲבִיאָסָף	000023001001000	—	003001007	Names of People	Abiasaph	1
H0024	H0024	—	heber	SDBH	000024000000000	אָבִיב	000024001001000	—	001002004001	Plants	ear	1
H0024	H0024	—	heber	SDBH	000024000000000	אָבִיב	000024001002000	—	002001001056	Stage	plant in the ear	1
H0024	H0024	—	heber	SDBH	000024000000000	אָבִיב	000024002001000	—	003001013	Names of Times	Abib	6
H0026	H0026	—	heber	SDBH	000025000000000	אֲבִיגַיִל	000025001001000	—	003001007	Names of People	Abigail	16
H0026	H0026	—	heber	SDBH	000025000000000	אֲבִיגַיִל	000025001002000	—	003001007	Names of People	Abigail	3
H0027	H0027	—	heber	SDBH	000026000000000	אֲבִידָן	000026001001000	—	003001007	Names of People	Abidan	5
H0028	H0028	—	heber	SDBH	000027000000000	אֲבִידָע	000027001001000	—	003001007	Names of People	Abida	2
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001001000	—	003001007	Names of People	Abijah	1
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001002000	—	003001007	Names of People	Abijah	1
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001003000	—	003001007	Names of People	Abijah	2
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001004000	—	003001007	Names of People	Abijah	1
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001005000	—	003001007	Names of People	Abijah	15
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001006000	—	003001007	Names of People	Abijah	1
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001007000	—	003001007	Names of People	Abijah	1
H0029	H0029	—	heber	SDBH	000028000000000	אֲבִיָּה	000028001008000	—	003001007	Names of People	Abijah	3
H0030	H0030	—	heber	SDBH	000029000000000	אֲבִיהוּא	000029001001000	—	003001007	Names of People	Abihu	12
H0031	H0031	—	heber	SDBH	000030000000000	אֲבִיהוּד	000030001001000	—	003001007	Names of People	Abihud	1
H0032	H0032a	—	heber	SDBH	000034000000000	אֲבִיחַיִל	000034001001000	—	003001007	Names of People	Abihail	1
H0032	H0032a	—	heber	SDBH	000034000000000	אֲבִיחַיִל	000034001002000	—	003001007	Names of People	Abihail	1
H0032	H0032a	—	heber	SDBH	000034000000000	אֲבִיחַיִל	000034001003000	—	003001007	Names of People	Abihail	2
H0032	H0032b	—	heber	SDBH	000031000000000	אֲבִיהַיִל	000031001001000	—	003001007	Names of People	Abihail	1
H0032	H0032b	—	heber	SDBH	000031000000000	אֲבִיהַיִל	000031001002000	—	003001007	Names of People	Abihail	1
H0033	H0033	—	heber	SDBH	000020000000000	אֲבִי הָעֶזְרִי	000020001001000	—	003001006	Names of Groups	Abiezrite	3
H0034	H0034	—	heber	SDBH	000032000000000	אֶבְיֹון	000032001001000	—	002001001040	Poor	poor; needy	61
H0035	H0035	—	heber	SDBH	000033000000000	אֲבִיֹּונָה	000033001001000	—	001002004001	Plants	caper berry	1
H0036	H0036	—	heber	SDBH	000035000000000	אֲבִיטוּב	000035001001000	—	003001007	Names of People	Abitub	1
H0037	H0037	—	heber	SDBH	000036000000000	אֲבִיטַל	000036001001000	—	003001007	Names of People	Abital	2
H0038	H0038	—	heber	SDBH	000037000000000	אֲבִיָּם	000037001001000	—	003001007	Names of People	Abijam	5
H0039	H0039	—	heber	SDBH	000038000000000	אֲבִימָאֵל	000038001001000	—	003001007	Names of People	Abimael	2
H0040	H0040	—	heber	SDBH	000039000000000	אֲבִימֶלֶךְ	000039001001000	—	003001007	Names of People	Abimelech	24
H0040	H0040	—	heber	SDBH	000039000000000	אֲבִימֶלֶךְ	000039001002000	—	003001007	Names of People	Abimelech	1
H0040	H0040	—	heber	SDBH	000039000000000	אֲבִימֶלֶךְ	000039001003000	—	003001007	Names of People	Abimelech	41
H0040	H0040	—	heber	SDBH	000039000000000	אֲבִימֶלֶךְ	000039001004000	—	003001007	Names of People	Abimelech	1
H0041	H0041	—	heber	SDBH	000040000000000	אֲבִינָדָב	000040001001000	—	003001007	Names of People	Abinadab	5
H0041	H0041	—	heber	SDBH	000040000000000	אֲבִינָדָב	000040001002000	—	003001007	Names of People	Abinadab	3
H0041	H0041	—	heber	SDBH	000040000000000	אֲבִינָדָב	000040001003000	—	003001007	Names of People	Abinadab	4
H0041	H0041	—	heber	SDBH	000040000000000	אֲבִינָדָב	000040001004000	—	003001007	Names of People	Ben-Abinadab	1
H0042	H0042	—	heber	SDBH	000041000000000	אֲבִינֹעַם	000041001001000	—	003001007	Names of People	Abinoam	4
H0043	H0043	—	heber	SDBH	000042000000000	אֶבְיָסָף	000042001001000	—	003001007	Names of People	Ebiasaph	1
H0043	H0043	—	heber	SDBH	000042000000000	אֶבְיָסָף	000042001002000	—	003001007	Names of People	Ebiasaph	2
H0044	H0044	—	heber	SDBH	000044000000000	אֲבִיעֶזֶר	000044001001000	—	003001007	Names of People	Abiezer	4
H0044	H0044	—	heber	SDBH	000044000000000	אֲבִיעֶזֶר	000044001002000	—	003001007	Names of People	Abiezer	3
H0045	H0045	—	heber	SDBH	000021000000000	אֲבִי עַלְבֹון	000021001001000	—	003001007	Names of People	Abi-Albon	1
H0046	H0046	—	heber	SDBH	000046000000000	אָבִיר	000046001001000	—	003001004	Names of Deities	mighty one	6
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001001000	—	001002006002	Domestic Animals	bull	1
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001002000	—	001001001	Deities	mighty (bull)	1
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001002000	—	003001017	Titles	mighty (bull)	1
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001003000	—	002001001059	Strong	bull; mighty one	3
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001004000	—	001002006002	Domestic Animals	stallion	4
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001005000	—	002001001059	Strong	mighty one	5
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001006000	—	002001002003	Confident	strong-willed; brave	2
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001007000	—	001001001	Deities	heavenly being; angel	1
H0047	H0047	—	heber	SDBH	000045000000000	אַבִּיר	000045001008000	—	001002007005	Leaders	chief	1
H0048	H0048	—	heber	SDBH	000047000000000	אֲבִירָם	000047001001000	—	003001007	Names of People	Abiram	10
H0048	H0048	—	heber	SDBH	000047000000000	אֲבִירָם	000047001002000	—	003001007	Names of People	Abiram	1
H0049	H0049	—	heber	SDBH	000048000000000	אֲבִישַׁג	000048001001000	—	003001007	Names of People	Abishag	5
H0050	H0050	—	heber	SDBH	000049000000000	אֲבִישׁוּעַ	000049001001000	—	003001007	Names of People	Abishua	4
H0050	H0050	—	heber	SDBH	000049000000000	אֲבִישׁוּעַ	000049001002000	—	003001007	Names of People	Abishua	1
H0051	H0051	—	heber	SDBH	000050000000000	אֲבִישׁוּר	000050001001000	—	003001007	Names of People	Abishur	2
H0052	H0052a	—	heber	SDBH	000051000000000	אֲבִישַׁי	000051001001000	—	003001007	Names of People	Abishai	19
H0052	H0052b	—	heber	SDBH	000087000000000	אַבְשַׁי	000087001001000	—	003001007	Names of People	Abshai; Abishai	6
H0053	H0053a	—	heber	SDBH	000088000000000	אַבְשָׁלֹום	000088001001000	—	003001007	Names of People	Absalom	107
H0053	H0053a	—	heber	SDBH	000088000000000	אַבְשָׁלֹום	000088001002000	—	003001007	Names of People	Absalom	2
H0053	H0053b	—	heber	SDBH	000052000000000	אֲבִישָׁלֹום	000052001001000	—	003001007	Names of People	Abishalom; Absalom	2
H0054	H0054	—	heber	SDBH	000053000000000	אֶבְיָתָר	000053001001000	—	003001007	Names of People	Abiathar	30
H0055	H0055	—	heber	SDBH	000054000000000	אבך	000054001001000	—	002002001012	Move	to swirl upwards	1
H0056	H0056	—	heber	SDBH	000055000000000	אבל	000055001001000	—	002001002013	Grieve	to mourn	27
H0056	H0056	—	heber	SDBH	000055000000000	אבל	000055001002000	—	002001001022	Dry	to mourn; to wither; to languish	10
H0056	H0056	—	heber	SDBH	000055000000000	אבל	000055001003000	—	002001002013	Grieve	to cause to mourn	2
H0057	H0057	—	heber	SDBH	000058000000000	אָבֵל	000058001001000	—	002001002013	Grieve	in mourning	8
H0057	H0057	—	heber	SDBH	000058000000000	אָבֵל	000058003001000	—	003001010	Names of Locations	Abel	3
H0059	H0059	—	heber	SDBH	000057000000000	אֵבֶל	000057001001000	—	002001002013	Grieve	mourning	24
H0060	H0060	—	heber	SDBH	000057000000000	אֵבֶל	000057001001000	—	002001002013	Grieve	mourning	24
H0061	H0061	—	heber	SDBH	000056000000000	אֲבָל	000056001001000	—	004002	Contrastors	but; nevertheless; nonetheless; however; yet	8
H0061	H0061	—	heber	SDBH	000056000000000	אֲבָל	000056002001000	—	004005	Evaluators	alas	3
H0062	H0062	—	heber	SDBH	000059000000000	אָבֵל בֵּית מַעֲכָה	000059001001000	—	003001010	Names of Locations	Abel-Beth-Maacah	4
H0063	H0063	—	heber	SDBH	000060000000000	אָבֵל הַשִּׁטִּים	000060001001000	—	003001010	Names of Locations	Abel-Shittim	1
H0064	H0064	—	heber	SDBH	000061000000000	אָבֵל כְּרָמִים	000061001001000	—	003001010	Names of Locations	Abel-Keramim	1
H0065	H0065	—	heber	SDBH	000062000000000	אָבֵל מְחֹולָה	000062001001000	—	003001010	Names of Locations	Abel-Meholah	3
H0066	H0066	—	heber	SDBH	000063000000000	אָבֵל מָיִם	000063001001000	—	003001010	Names of Locations	Abel-Maim	1
H0067	H0067	—	heber	SDBH	000064000000000	אָבֵל מִצְרַיִם	000064001001000	—	003001010	Names of Locations	Abel-Mizraim	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001001000	—	001002010016	Stone	stone (as a substance)	27
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001002000	—	001002010016	Stone	stone (as an object)	131
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001003000	—	003001017	Titles	Stone of Israel; Rock of Israel	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001004000	—	003001017	Titles	(God as a) stumbling stone	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001005000	—	002001001019	Dead	to go to the stones of the pit > to die	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001006000	—	002002002006	Non-Exist	to stretch the plummet of chaos over (something) > to reduce (something) to chaos	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001007000	—	002001002003	Confident	to be hard as stone (of one's heart) > to not be easily frightened	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001008000	—	001002009	Constructions	stone	52
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001009000	—	001002008001009	Gemstones	precious stone	53
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001010000	—	001002010011	Rain	hailstone	6
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001011000	—	001002008001003	Containers	cover; lid	1
H0068	H0068	—	heber	SDBH	000065000000000	אֶבֶן	000065001012000	—	002001002031	Unwilling	heart of stone; unwillingness; unresponsiveness; stubbornness	2
H0068	H0068	—	heber	SDBH	000067000000000	אֶבֶן בֹּהַן בֶּן רְאוּבֵן	000067001001000	—	003001008	Names of Landforms	stone (of) Bohan son of Reuben	2
H0068	H0068	—	heber	SDBH	000068000000000	אֶבֶן הָאֶזֶל	000068001001000	—	003001008	Names of Landforms	Stone Ezel; Ezel Stone	1
H0068	H0068	—	heber	SDBH	000069000000000	אֶבֶן הַזֹּחֶלֶת	000069001001000	—	003001008	Names of Landforms	Serpent's Stone; Snake Rock	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001001000	—	001002010016	Stone	stone (as a substance)	27
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001002000	—	001002010016	Stone	stone (as an object)	131
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001003000	—	003001017	Titles	Stone of Israel; Rock of Israel	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001004000	—	003001017	Titles	(God as a) stumbling stone	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001005000	—	002001001019	Dead	to go to the stones of the pit > to die	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001006000	—	002002002006	Non-Exist	to stretch the plummet of chaos over (something) > to reduce (something) to chaos	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001007000	—	002001002003	Confident	to be hard as stone (of one's heart) > to not be easily frightened	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001008000	—	001002009	Constructions	stone	52
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001009000	—	001002008001009	Gemstones	precious stone	53
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001010000	—	001002010011	Rain	hailstone	6
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001011000	—	001002008001003	Containers	cover; lid	1
H0069	A0069	—	arameus	SDBH	000065000000000	אֶבֶן	000065001012000	—	002001002031	Unwilling	heart of stone; unwillingness; unresponsiveness; stubbornness	2
H0070	H0070	—	heber	SDBH	000066000000000	אֹבֶן	000066001001000	—	001002008001017	Tools	pottery wheel	1
H0070	H0070	—	heber	SDBH	000066000000000	אֹבֶן	000066001002000	—	001002008001017	Tools	birthstool	1
H0071	H0071	—	heber	SDBH	000071000000000	אֲבָנָה	000071001001000	—	003001015	Names of Waterbodies	Abana	1
H0072	H0072	—	heber	SDBH	000070000000000	אֶבֶן הָעֵזֶר	000070001001000	—	003001008	Names of Landforms	Ebenezer	3
H0073	H0073	—	heber	SDBH	000072000000000	אַבְנֵט	000072001001000	—	001002008001002	Clothing	sash	9
H0074	H0074	—	heber	SDBH	000073000000000	אַבְנֵר	000073001001000	—	003001007	Names of People	Abner	63
H0075	H0075	—	heber	SDBH	000074000000000	אבס	000074001001000	—	002001001028	Fat	fattened	2
H0076	H0076	—	heber	SDBH	000075000000000	אֲבַעְבֻּעָה	000075001001000	—	002001001024	Impact	open sore; festering (boil)	2
H0077	H0077	—	heber	SDBH	000076000000000	אֶבֶץ	000076001001000	—	003001010	Names of Locations	Ebez	1
H0078	H0078	—	heber	SDBH	000077000000000	אִבְצָן	000077001001000	—	003001007	Names of People	Ibzan	2
H0079	H0079	—	heber	SDBH	000078000000000	אבק	000078001001000	—	002003001022	Wrestle	to wrestle	2
H0080	H0080	—	heber	SDBH	000079000000000	אָבָק	000079001001000	—	001002010005	Dust	dust	4
H0080	H0080	—	heber	SDBH	000079000000000	אָבָק	000079001002000	—	002002002006	Non-Exist	to become like fine dust > to disappear	1
H0080	H0080	—	heber	SDBH	000079000000000	אָבָק	000079001003000	—	002002002006	Non-Exist	to go up like dust > to disappear	1
H0081	H0081	—	heber	SDBH	000080000000000	אֲבָקָה	000080001001000	—	001002010014	Spices	fragrant powders	1
H0082	H0082	—	heber	SDBH	000081000000000	אבר	000081001001000	—	002002001012	Move	to fly	1
H0082	H0082	—	heber	SDBH	000081000000000	אבר	000081001002000	—	002001001048	Shape	to grow wings	1
H0083	H0083	—	heber	SDBH	000082000000000	אֵבֶר	000082001001000	—	—	—	wing	2
H0083	H0083	—	heber	SDBH	000082000000000	אֵבֶר	000082001002000	—	002001001059	Strong	to mount up with wings	1
H0084	H0084	—	heber	SDBH	000083000000000	אֶבְרָה	000083001001000	—	—	—	wing	4
H0085	H0085	—	heber	SDBH	000084000000000	אַבְרָהָם	000084001001000	—	003001007	Names of People	Abraham	175
H0086	H0086	—	heber	SDBH	000085000000000	אַבְרֵךְ	000085001001000	—	002001001057	Stance	kneel! bow down!	1
H0087	H0087	—	heber	SDBH	000086000000000	אַבְרָם	000086001001000	—	003001007	Names of People	Abram	61
H0088	H0088	—	heber	SDBH	000089000000000	אֹבֹת	000089001001000	—	003001010	Names of Locations	Oboth	4
H0089	H0089	—	heber	SDBH	000090000000000	אָגֵא	000090001001000	—	003001007	Names of People	Agee	1
H0090	H0090	—	heber	SDBH	000091000000000	אֲגַג	000091001001000	—	003001007	Names of People	Agag	1
H0090	H0090	—	heber	SDBH	000091000000000	אֲגַג	000091001002000	—	003001007	Names of People	Agag	7
H0091	H0091	—	heber	SDBH	000092000000000	אֲגָגִי	000092001001000	—	003001006	Names of Groups	Agagite	5
H0092	H0092	—	heber	SDBH	000093000000000	אֲגֻדָּה	000093001001000	—	001002008001004	Cords	cord	1
H0092	H0092	—	heber	SDBH	000093000000000	אֲגֻדָּה	000093001002000	—	002003001002	Bind	bundle	1
H0092	H0092	—	heber	SDBH	000093000000000	אֲגֻדָּה	000093001003000	—	002003002002	Associate	group; band	1
H0092	H0092	—	heber	SDBH	000093000000000	אֲגֻדָּה	000093001004000	—	001002009001	Buildings	vault; dome	1
H0093	H0093	—	heber	SDBH	000094000000000	אֱגֹוז	000094001001000	—	001002008003004	Fruits	walnut	1
H0094	H0094	—	heber	SDBH	000095000000000	אָגוּר	000095001001000	—	003001007	Names of People	Agur	1
H0095	H0095	—	heber	SDBH	000096000000000	אֲגֹורָה	000096001001000	—	002001001065	Weight	piece of silver	1
H0096	H0096	—	heber	SDBH	000097000000000	אֵגֶל	000097001001000	—	002001001042	Quantity	drops	1
H0097	H0097	—	heber	SDBH	000098000000000	אֶגְלַיִם	000098001001000	—	003001010	Names of Locations	Eglaim	1
H0098	H0098	—	heber	SDBH	000099000000000	אֲגַם	000099001001000	—	001002005	Waterbodies	pool; marsh	9
H0098	H0098	—	heber	SDBH	000099000000000	אֲגַם	000099002001000	—	001002009003	Fortifications	fortress	1
H0099	H0099	—	heber	SDBH	000100000000000	אָגֵם	000100001001000	—	002001002013	Grieve	grieved	1
H0100	H0100	—	heber	SDBH	000101000000000	אַגְמֹון	000101001001000	—	001002004001	Plants	rush; bulrush	2
H0100	H0100	—	heber	SDBH	000101000000000	אַגְמֹון	000101001002000	—	001002007001	Classes	palm branch and reed; everyone, whether great or small	2
H0100	H0100	—	heber	SDBH	000101000000000	אַגְמֹון	000101001003000	—	001002008001004	Cords	rope	1
H0101	H0101	—	heber	SDBH	000102000000000	אַגָּן	000102001001000	—	001002008001003	Containers	bowl	3
H0102	H0102	—	heber	SDBH	000103000000000	אֲגַף	000103001001000	—	001002007004	Groups	army; troops	7
H0102	H0102	—	heber	SDBH	000103000000000	אֲגַף	000103001001000	—	001002007013	Soldiers	army; troops	7
H0103	H0103	—	heber	SDBH	000104000000000	אגר	000104001001000	—	002003002013	Gather	to gather in; to harvest	3
H0104	A0104	—	arameus	SDBH	000105000000000	אִגְּרָה	000105001001000	—	001002008001014	Scrolls	letter	3
H0105	H0105	—	heber	SDBH	000106000000000	אֲגַרְטָל	000106001001000	—	001002008001003	Containers	dish; bowl	2
H0106	H0106	—	heber	SDBH	000107000000000	אֶגְרֹף	000107001001000	—	—	—	fist	2
H0107	H0107	—	heber	SDBH	000108000000000	אִגֶּרֶת	000108001001000	—	001002008001014	Scrolls	letter	10
H0108	H0108	—	heber	SDBH	000109000000000	אֵד	000109001001000	—	001002005	Waterbodies	streams (of water)	2
H0109	H0109	—	heber	SDBH	000110000000000	אדב	000110001001000	—	002001002013	Grieve	to cause grief	1
