# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	osszetett	nyelv	szotar	entry_id	lemma	lexid	entry_kod	domen_kod	domen	glossza	hivatkozas_n
G4630	G4630	—	gorog	SDGNT	004534000000000	Σκευᾶς	004534001001000	93.343	093001	Persons	Sceva	1
G4631	G4631	—	gorog	SDGNT	004535000000000	σκευή	004535001001000	6.2	006001	Artifacts [General Meaning]	things; equipment	1
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001001000	6.1	006001	Artifacts [General Meaning]	object; thing	6
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001002000	6.118	006016	Containers	vessel; container	13
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001003000	57.20	057001	Have, Possess, Property, Owner	goods; belongings; household furnishings	2
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001004000	9.21	009001	Human Beings	person	3
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001005000	8.6	008001	Body	body	2
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001006000	10.55	010004	Kinship Relations Based upon Marriage	wife	1
G4632	G4632	—	gorog	SDGNT	004536000000000	σκεῦος	004536001007000	23.63	023004	Sexual Relations	sexual life	1
G4633	G4633	—	gorog	SDGNT	004537000000000	σκηνή	004537001001000	7.9	007002	Buildings	tent	6
G4633	G4633	—	gorog	SDGNT	004537000000000	σκηνή	004537001002000	7.17	007002	Buildings	tent; tabernacle tent	14
G4634	G4634	—	gorog	SDGNT	004538000000000	σκηνοπηγία	004538001001000	51.10	051	Festivals	festival of the tabernacles; celebration of the tents	1
G4635	G4635	—	gorog	SDGNT	004539000000000	σκηνοποιός	004539001001000	7.10	007002	Buildings	tentmaker	1
G4636	G4636	—	gorog	SDGNT	004540000000000	σκῆνος	004540001001000	8.5	008001	Body	body	2
G4637	G4637	—	gorog	SDGNT	004541000000000	σκηνόω	004541001001000	85.75	085005	Dwell, Reside	to take up residence; to come to reside; to come to dwell	5
G4638	G4638	—	gorog	SDGNT	004542000000000	σκήνωμα	004542001001000	7.8	007002	Buildings	dwelling	1
G4638	G4638	—	gorog	SDGNT	004542000000000	σκήνωμα	004542001002000	85.77	085005	Dwell, Reside	dwelling place; temporary dwelling place	2
G4638	G4638	—	gorog	SDGNT	004542000000000	σκήνωμα	004542001003000	8.5	008001	Body	body	2
G4638	G4638	—	gorog	SDGNT	004542000000000	σκήνωμα	004542001004000	23.91	023007	Live, Die	to be alive	1
G4639	G4639	—	gorog	SDGNT	004543000000000	σκιά	004543001001000	14.60	014007	Darkness	shade	1
G4639	G4639	—	gorog	SDGNT	004543000000000	σκιά	004543001002000	14.61	014007	Darkness	shadow	4
G4639	G4639	—	gorog	SDGNT	004543000000000	σκιά	004543001003000	58.65	058010	Archetype, Corresponding Type [Antitype]	foreshadow; faint prototype; shadow	2
G4640	G4640	—	gorog	SDGNT	004544000000000	σκιρτάω	004544001001000	15.243	015031	Jump, Leap	to jump for joy; to leap for joy	3
G4640	G4640	—	gorog	SDGNT	004544000000000	σκιρτάω	004544001002000	25.134	025011	Happy, Glad, Joyful	to be extremely joyful; to dance for joy	1
G4641	G4641	—	gorog	SDGNT	004545000000000	σκληροκαρδία	004545001001000	88.224	088028	Stubbornness	stubborn; completely unyielding	3
G4642	G4642	—	gorog	SDGNT	004546000000000	σκληρός	004546001001000	20.3	020001	Violence	harsh; strong; violent	1
G4642	G4642	—	gorog	SDGNT	004546000000000	σκληρός	004546001002000	76.15	076	Power, Force	strong; powerful	1
G4642	G4642	—	gorog	SDGNT	004546000000000	σκληρός	004546001003000	88.135	088017	Act Harshly	harsh; cruel	1
G4642	G4642	—	gorog	SDGNT	004546000000000	σκληρός	004546001004000	88.136	088017	Act Harshly	hard; severe; demanding	3
G4643	G4643	—	gorog	SDGNT	004547000000000	σκληρότης	004547001001000	88.223	088028	Stubbornness	stubbornness	1
G4644	G4644	—	gorog	SDGNT	004548000000000	σκληροτράχηλος	004548001001000	88.224	088028	Stubbornness	stubborn; completely unyielding	1
G4645	G4645	—	gorog	SDGNT	004549000000000	σκληρύνω	004549001001000	88.226	088028	Stubbornness	to make stubborn; to make obstinate	4
G4645	G4645	—	gorog	SDGNT	004549000000000	σκληρύνω	004549001002000	88.225	088028	Stubbornness	to be stubborn; to be obstinate	2
G4646	G4646	—	gorog	SDGNT	004550000000000	σκολιός	004550001001000	79.90	079017	Straight, Crooked	winding; crooked	1
G4646	G4646	—	gorog	SDGNT	004550000000000	σκολιός	004550001002000	88.268	088035	Licentiousness, Perversion	crooked; unscrupulous; dishonest	3
G4647	G4647	—	gorog	SDGNT	004551000000000	σκόλοψ	004551001001000	3.54	003005	Non-Fruit Parts of Plants	thorn; splinter	1
G4647	G4647	—	gorog	SDGNT	004551000000000	σκόλοψ	004551001002000	22.20	022002	Experience Trouble, Hardship	trouble; woe; suffering; serious inconvenience; thorn in the flesh	1
G4648	G4648	—	gorog	SDGNT	004552000000000	σκοπέω	004552001001000	24.32	024001	See	to watch; to notice carefully	2
G4648	G4648	—	gorog	SDGNT	004552000000000	σκοπέω	004552001002000	27.58	027006	Be Ready To Learn, Pay Attention	to beware of; to watch out for; to pay attention to	3
G4648	G4648	—	gorog	SDGNT	004552000000000	σκοπέω	004552001003000	27.36	027004	Try To Learn	to be aware of; to be concerned about; to consider	1
G4648	G4648	—	gorog	SDGNT	004552000000000	σκοπέω	004552001004000	30.20	030001	To Think, Thought	to ponder; to let one’s mind dwell on; to keep thinking about; to fix one’s attention on	1
G4649	G4649	—	gorog	SDGNT	004553000000000	σκοπός	004553001001000	84.28	084002	Extension To a Goal	goal	1
G4650	G4650	—	gorog	SDGNT	004554000000000	σκορπίζω	004554001001000	15.135	015014	Disperse, Scatter	to scatter; to cause to disperse	4
G4650	G4650	—	gorog	SDGNT	004554000000000	σκορπίζω	004554001002000	57.95	057008	Give	to give generously; to distribute generously	1
G4651	G4651	—	gorog	SDGNT	004555000000000	σκορπίος	004555001001000	4.56	004004	Reptiles and Other 'Creeping Things'	scorpion	5
G4652	G4652	—	gorog	SDGNT	004556000000000	σκοτεινός	004556001001000	14.54	014007	Darkness	dark; in darkness	3
G4653	G4653	—	gorog	SDGNT	004557000000000	σκοτία	004557001001000	14.53	014007	Darkness	darkness	6
G4653	G4653	—	gorog	SDGNT	004557000000000	σκοτία	004557001002000	88.125	088015	Bad, Evil, Harmful, Damaging	evil world; realm of evil; darkness	11
G4653	G4653	—	gorog	SDGNT	004557000000000	σκοτία	004557001003000	28.71	028005	Not Able To Be Known, Secret	in secret; in private; secretly; privately	2
G4654	G4654	—	gorog	SDGNT	004558000000000	σκοτίζω	004558001001000	14.55	014007	Darkness	to become dark	3
G4654	G4654	—	gorog	SDGNT	004558000000000	σκοτίζω	004558001002000	32.44	032005	Lack of Capacity for Understanding	to be incapable of perceiving; to not be able to understand	2
G4655	G4655	—	gorog	SDGNT	004559000000000	σκότος	004559001001000	14.53	014007	Darkness	darkness	13
G4655	G4655	—	gorog	SDGNT	004559000000000	σκότος	004559001002000	88.125	088015	Bad, Evil, Harmful, Damaging	evil world; realm of evil; darkness	17
G4655	G4655	—	gorog	SDGNT	004559000000000	σκότος	004559001003000	1.24	001003	Regions Below the Surface of the Earth	gloomy hell; black darkness	1
G4655	G4655	—	gorog	SDGNT	004559000000000	σκότος	004559001004000	1.23	001003	Regions Below the Surface of the Earth	outer darkness; darkness outside	3
G4656	G4656	—	gorog	SDGNT	004560000000000	σκοτόω	004560001001000	14.55	014007	Darkness	to become dark	2
G4656	G4656	—	gorog	SDGNT	004560000000000	σκοτόω	004560001002000	32.44	032005	Lack of Capacity for Understanding	to be incapable of perceiving; to not be able to understand	1
G4657	G4657	—	gorog	SDGNT	004561000000000	σκύβαλον	004561001001000	6.225	006023	Miscellaneous	rubbish; litter; trash	1
G4658	G4658	—	gorog	SDGNT	004562000000000	Σκύθης	004562001001000	93.583	093002	Places	a Scythian	1
G4659	G4659	—	gorog	SDGNT	004563000000000	σκυθρωπός	004563001001000	25.287	025023	Sorrow, Regret	sad; gloomy	2
G4660	G4660	—	gorog	SDGNT	004564000000000	σκύλλω	004564001001000	22.23	022003	Cause Trouble, Hardship	to trouble; to harass; to bother	3
G4660	G4660	—	gorog	SDGNT	004564000000000	σκύλλω	004564001002000	22.16	022002	Experience Trouble, Hardship	to be troubled; to be harassed; to be bothered	1
G4661	G4661	—	gorog	SDGNT	004565000000000	σκῦλον	004565001001000	57.243	057021	Steal, Rob	booty; spoils; plunder	1
G4662	G4662	—	gorog	SDGNT	004566000000000	σκωληκόβρωτος	004566001001000	23.166	023009	Sickness, Disease, Weakness	eaten by worms	1
G4663	G4663	—	gorog	SDGNT	004567000000000	σκώληξ	004567001001000	4.57	004004	Reptiles and Other 'Creeping Things'	maggot; worm	1
G4664	G4664	—	gorog	SDGNT	004568000000000	σμαράγδινος	004568001001000	2.34	002006	Precious and Semiprecious Stones and Substances	emerald-like; of emerald	1
G4665	G4665	—	gorog	SDGNT	004569000000000	σμάραγδος	004569001001000	2.33	002006	Precious and Semiprecious Stones and Substances	emerald	1
G4666	G4666	—	gorog	SDGNT	004571000000000	σμύρνα	004571001001000	6.208	006021	Perfumes and Incense	myrrh	2
G4667	G4667	—	gorog	SDGNT	004572000000000	Σμύρνα	004572001001000	93.584	093002	Places	Smyrna	2
G4669	G4669	—	gorog	SDGNT	004573000000000	σμυρνίζω	004573001001000	6.204	006020	Medicines	myrrhed wine	1
G4670	G4670	—	gorog	SDGNT	004574000000000	Σόδομα	004574001001000	93.585	093002	Places	Sodom	9
G4672	G4672	—	gorog	SDGNT	004575000000000	Σολομών	004575001001000	93.344	093001	Persons	Solomon	12
G4673	G4673	—	gorog	SDGNT	004576000000000	σορός	004576001001000	6.109	006015	Furniture	bier	1
G4674	G4674	—	gorog	SDGNT	004577000000000	σός	004577001001000	92.8	092003	Receptor, Receptors	your; of you	25
G4675	G4675	—	gorog	SDGNT	004674000000000	σύ	004674001001000	92.6	092003	Receptor, Receptors	you	880
G4675	G4675	—	gorog	SDGNT	004674000000000	σύ	004674001002000	92.7	092003	Receptor, Receptors	you; your	1502
G4676	G4676	—	gorog	SDGNT	004578000000000	σουδάριον	004578001001000	6.159	006017	Cloth, Leather, and Objects Made of Such Materials	towel; napkin; handkerchief; face cloth	4
G4677	G4677	—	gorog	SDGNT	004579000000000	Σουσάννα	004579001001000	93.345	093001	Persons	Susanna	1
G4678	G4678	—	gorog	SDGNT	004580000000000	σοφία	004580001001000	32.32	032004	Capacity for Understanding	to be prudent; wisdom	30
G4678	G4678	—	gorog	SDGNT	004580000000000	σοφία	004580001002000	32.37	032004	Capacity for Understanding	wisdom; insight; understanding	15
G4678	G4678	—	gorog	SDGNT	004580000000000	σοφία	004580001003000	28.8	028	Know	specialized knowledge; skill	5
G4678	G4678	—	gorog	SDGNT	004580000000000	σοφία	004580001004000	32.41	032004	Capacity for Understanding	Wisdom	2
G4679	G4679	—	gorog	SDGNT	004581000000000	σοφίζω	004581001001000	32.36	032004	Capacity for Understanding	to cause to understand; to cause to be wise; to make wise	1
G4679	G4679	—	gorog	SDGNT	004581000000000	σοφίζω	004581001002000	28.10	028	Know	to know how to create skillfully; to know how to contrive cleverly	1
G4680	G4680	—	gorog	SDGNT	004582000000000	σοφός	004582001001000	28.9	028	Know	skillful; expert	2
G4680	G4680	—	gorog	SDGNT	004582000000000	σοφός	004582001002000	32.33	032004	Capacity for Understanding	prudent; wise; understanding	11
G4680	G4680	—	gorog	SDGNT	004582000000000	σοφός	004582002001000	32.35	032004	Capacity for Understanding	one who is wise; wise man	8
G4681	G4681	—	gorog	SDGNT	004583000000000	Σπανία	004583001001000	93.586	093002	Places	Spain	2
G4682	G4682	—	gorog	SDGNT	004584000000000	σπαράσσω	004584001001000	23.167	023009	Sickness, Disease, Weakness	to throw into convulsions; to throw into a fit	3
G4683	G4683	—	gorog	SDGNT	004585000000000	σπαργανόω	004585001001000	49.6	049	Activities Involving Clothing and Adorning	to clothe in strips of cloth; to wrap up in strips of cloth; to wrap in cloths	2
G4684	G4684	—	gorog	SDGNT	004586000000000	σπαταλάω	004586001001000	88.252	088033	Extravagant Living, Intemperate Living	to live indulgently	2
G4685	G4685	—	gorog	SDGNT	004587000000000	σπάω	004587001001000	15.212	015025	Pull, Draw, Drag	to pull; to drag; to draw	2
G4686	G4686	—	gorog	SDGNT	004588000000000	σπεῖρα	004588001001000	55.9	055003	Army	cohort; band of soldiers	7
G4687	G4687	—	gorog	SDGNT	004589000000000	σπείρω	004589001001000	43.6	043	Agriculture	to sow	52
G4687	G4687a	—	gorog	SDGNT	002005000000000	ἐπισπείρω	002005001001000	43.8	043	Agriculture	to sow in addition; to sow on top of	1
G4688	G4688	—	gorog	SDGNT	004590000000000	σπεκουλάτωρ	004590001001000	33.196	033015	Inform, Announce	courier; messenger	1
G4688	G4688	—	gorog	SDGNT	004590000000000	σπεκουλάτωρ	004590001002000	20.70	020004	Kill	executioner	1
G4689	G4689	—	gorog	SDGNT	004591000000000	σπένδω	004591001001000	53.27	053002	Offering, Sacrifice	to pour a libation; to pour out an offering	2
G4690	G4690	—	gorog	SDGNT	004592000000000	σπέρμα	004592001001000	3.35	003004	Fruit Parts of Plants	seed	7
G4690	G4690	—	gorog	SDGNT	004592000000000	σπέρμα	004592001002000	10.29	010002	Kinship Relations Involving Successive Generations	posterity; descendants; offspring	33
G4690	G4690	—	gorog	SDGNT	004592000000000	σπέρμα	004592001003000	58.13	058001	Nature, Character	nature; something of the nature of	1
G4690	G4690	—	gorog	SDGNT	004592000000000	σπέρμα	004592001004000	23.59	023003	Birth, Procreation	to beget; to procreate; to become the father of	2
G4691	G4691	—	gorog	SDGNT	004593000000000	σπερμολόγος	004593001001000	27.19	027	Learn	ignorant show-off; charlatan	1
G4691	G4691	—	gorog	SDGNT	004593000000000	σπερμολόγος	004593001002000	33.381	033040	Foolish Talk	foolish babbler	1
G4692	G4692	—	gorog	SDGNT	004594000000000	σπεύδω	004594001001000	68.79	068007	Rapidity, Suddenness	to hasten to; to hurry to; to do quickly	5
G4692	G4692	—	gorog	SDGNT	004594000000000	σπεύδω	004594001002000	68.80	068007	Rapidity, Suddenness	to cause to happen soon; to hurry up	1
G4692	G4692	—	gorog	SDGNT	004594000000000	σπεύδω	004594001003000	25.74	025006	Be Eager, Be Earnest, In a Devoted Manner	to be eager; eagerness; devotion	1
G4693	G4693	—	gorog	SDGNT	004595000000000	σπήλαιον	004595001001000	1.57	001008	Depressions and Holes	cave; den; hideout	6
G4694	G4694	—	gorog	SDGNT	004596000000000	σπιλάς	004596001001000	21.5	021001	Danger	unseen danger; hidden danger	1
G4694	G4694	—	gorog	SDGNT	004596000000000	σπιλάς	004596001002000	79.57	079011	Spotted, Spotless	spot; stain	1
G4695	G4695	—	gorog	SDGNT	004598000000000	σπιλόω	004598001001000	79.58	079011	Spotted, Spotless	to spot; to stain	2
G4696	G4696	—	gorog	SDGNT	004597000000000	σπίλος	004597001001000	79.57	079011	Spotted, Spotless	spot; stain	2
G4697	G4697	—	gorog	SDGNT	004599000000000	σπλαγχνίζομαι	004599001001000	25.49	025003	Love, Affection, Compassion	to feel compassion for; to have great affection for; love; compassion	12
G4698	G4698	—	gorog	SDGNT	004600000000000	σπλάγχνον	004600001001000	8.58	008002	Parts of the Body	intestines	1
G4698	G4698	—	gorog	SDGNT	004600000000000	σπλάγχνον	004600001002000	26.11	026	Psychological Faculties	heart; feelings; desires	4
G4698	G4698	—	gorog	SDGNT	004600000000000	σπλάγχνον	004600001003000	25.49	025003	Love, Affection, Compassion	great affection for; love; compassion	5
G4698	G4698	—	gorog	SDGNT	004600000000000	σπλάγχνον	004600001004000	25.50	025003	Love, Affection, Compassion	object of affection	1
G4698	G4698	—	gorog	SDGNT	004600000000000	σπλάγχνον	004600001005000	25.54	025003	Love, Affection, Compassion	to not respond with affection to someone; to close one’s heart to	1
