# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSHebrewDicLexicalDomains-v0.9.2-en.JSON sha256=fbc862b2c46966cf7f3bf19c2f3e79a7391c34f8c737e1979fa5178ac603d0df; UBSGreekNTDicLexicalDomains-v1.1-en.JSON sha256=a816a6bb2bdbdd7df6f46f771b5ddb1b9c019d73c3f0147e5a5cead5cfef8b4b
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
szotar	kod	szint	szulo_kod	cimke	leiras
SDGNT	079002	2	079	Natural [Human], Spiritual	—
SDGNT	079003	2	079	Solid, Liquid	—
SDGNT	079004	2	079	Beautiful, Ugly	—
SDGNT	079005	2	079	Glorious	—
SDGNT	079006	2	079	Transparent	—
SDGNT	079007	2	079	Color	—
SDGNT	079008	2	079	Sweet, Bitter, Tasteless	—
SDGNT	079009	2	079	Fragrance, Odor	—
SDGNT	079010	2	079	Clean, Dirty	—
SDGNT	079011	2	079	Spotted, Spotless	—
SDGNT	079012	2	079	Blemished, Unblemished	—
SDGNT	079013	2	079	Strong, Weak	—
SDGNT	079014	2	079	Hot, Lukewarm, Cold	—
SDGNT	079015	2	079	Wet, Dry	—
SDGNT	079016	2	079	Uneven [Rough], Level [Smooth]	—
SDGNT	079017	2	079	Straight, Crooked	—
SDGNT	079018	2	079	Two-Dimensional and Three-Dimensional Shapes	—
SDGNT	079019	2	079	Sharp	—
SDGNT	079020	2	079	Pure, Unadulterated, Undiluted	—
SDGNT	079021	2	079	Soft, Tender	—
SDGNT	079022	2	079	Male, Female	—
SDGNT	079023	2	079	Shapes	—
SDGNT	079024	2	079	Open, Closed	—
SDGNT	079025	2	079	Covered Over	—
SDGNT	079026	2	079	Wrapped	—
SDGNT	079027	2	079	Rolled Up	—
SDGNT	079028	2	079	Large, Small	—
SDGNT	079029	2	079	Perfect	—
SDGNT	080	1	—	Space	—
SDGNT	080001	2	080	Space, Place	—
SDGNT	080002	2	080	Limits, Boundaries of Space	—
SDGNT	081	1	—	Spacial Dimensions	—
SDGNT	081001	2	081	Measure, To Measure	—
SDGNT	081002	2	081	High, Low, Deep	—
SDGNT	081003	2	081	Long, Short, Far	—
SDGNT	081004	2	081	Narrow, Wide	—
SDGNT	081005	2	081	Specific Measures of Volume	—
SDGNT	081006	2	081	Specific Measures of Length	—
SDGNT	082	1	—	Spacial Orientations	—
SDGNT	082001	2	082	North, South, East, West	—
SDGNT	082002	2	082	Left, Right, Straight Ahead, Opposite	—
SDGNT	083	1	—	Spacial Positions	—
SDGNT	083001	2	083	Here, There	—
SDGNT	083002	2	083	Where, Somewhere, Everywhere	—
SDGNT	083003	2	083	Among, Between, In, Inside	—
SDGNT	083004	2	083	Around, About, Outside	—
SDGNT	083005	2	083	At, Beside, Near, Far	—
SDGNT	083006	2	083	In Front Of, Face To Face, In Back Of, Behind	—
SDGNT	083007	2	083	Opposite, Over Against, Across From, Offshore From	—
SDGNT	083008	2	083	On, Upon, On the Surface Of	—
SDGNT	083009	2	083	Above, Below	—
SDGNT	083010	2	083	Beyond, On the Other Side Of	—
SDGNT	084	1	—	Spacial Extensions	—
SDGNT	084001	2	084	Extension From a Source	—
SDGNT	084002	2	084	Extension To a Goal	—
SDGNT	084003	2	084	Extension Along a Path	—
SDGNT	085	1	—	Existence in Space	—
SDGNT	085001	2	085	Be in a Place	—
SDGNT	085002	2	085	Put, Place	—
SDGNT	085003	2	085	Remain, Stay	—
SDGNT	085004	2	085	Leave in a Place	—
SDGNT	085005	2	085	Dwell, Reside	—
SDGNT	086	1	—	Weight	—
SDGNT	086001	2	086	Heavy, Light	—
SDGNT	086002	2	086	Pound, Talent [Specific Units of Weight]	—
SDGNT	087	1	—	Status	—
SDGNT	087001	2	087	Position, Rank	—
SDGNT	087002	2	087	Honor or Respect in Relation to Status	—
SDGNT	087003	2	087	High Status or Rank [including persons of high status]	—
SDGNT	087004	2	087	Low Status or Rank [including persons of low status]	—
SDGNT	087005	2	087	Slave, Free	—
SDGNT	088	1	—	Moral and Ethical Qualities and Related Behavior	—
SDGNT	088001	2	088	Goodness	—
SDGNT	088002	2	088	Just, Righteous	—
SDGNT	088003	2	088	Holy, Pure	—
SDGNT	088004	2	088	Perfect, Perfection	—
SDGNT	088005	2	088	Honesty, Sincerity	—
SDGNT	088006	2	088	Modesty, Propriety	—
SDGNT	088007	2	088	Humility	—
SDGNT	088008	2	088	Gentleness, Mildness	—
SDGNT	088009	2	088	Kindness, Harshness	—
SDGNT	088010	2	088	Mercy, Merciless	—
SDGNT	088011	2	088	Self-Control, Lack of Self-Control	—
SDGNT	088012	2	088	Sensible Behavior, Senseless Behavior	—
SDGNT	088013	2	088	Mature Behavior	—
SDGNT	088014	2	088	Peaceful Behavior	—
SDGNT	088015	2	088	Bad, Evil, Harmful, Damaging	—
SDGNT	088016	2	088	Treat Badly	—
SDGNT	088017	2	088	Act Harshly	—
SDGNT	088018	2	088	Act Lawlessly	—
SDGNT	088019	2	088	Exploit	—
SDGNT	088020	2	088	Act Shamefully	—
SDGNT	088021	2	088	Mislead, Lead Astray, Deceive	—
SDGNT	088022	2	088	Envy, Jealousy	—
SDGNT	088023	2	088	Resentful, Hold a Grudge Against	—
SDGNT	088024	2	088	Anger, Be Indignant With	—
SDGNT	088025	2	088	Despise, Scorn, Contempt	—
SDGNT	088026	2	088	Hate, Hateful	—
SDGNT	088027	2	088	Arrogance, Haughtiness, Pride	—
SDGNT	088028	2	088	Stubbornness	—
SDGNT	088029	2	088	Hypocrisy, Pretense	—
SDGNT	088030	2	088	Show Favoritism, Prejudice	—
SDGNT	088031	2	088	Being a Busybody	—
SDGNT	088032	2	088	Laziness, Idleness	—
SDGNT	088033	2	088	Extravagant Living, Intemperate Living	—
SDGNT	088034	2	088	Impurity	—
SDGNT	088035	2	088	Licentiousness, Perversion	—
SDGNT	088036	2	088	Sexual Misbehavior	—
SDGNT	088037	2	088	Drunkenness	—
SDGNT	088038	2	088	Sin, Wrongdoing, Guilt	—
SDGNT	089	1	—	Relations	—
SDGNT	089001	2	089	Relation	—
SDGNT	089002	2	089	Dependency	—
SDGNT	089003	2	089	Derivation	—
SDGNT	089004	2	089	Specification	—
SDGNT	089005	2	089	Relations Involving Correspondences [Isomorphisms]	—
SDGNT	089006	2	089	Basis	—
SDGNT	089007	2	089	Cause and/or Reason	—
SDGNT	089008	2	089	Result	—
SDGNT	089009	2	089	Purpose	—
SDGNT	089010	2	089	Condition	—
SDGNT	089011	2	089	Concession	—
SDGNT	089012	2	089	Means	—
SDGNT	089013	2	089	Attendant Circumstances	—
SDGNT	089014	2	089	Manner	—
SDGNT	089015	2	089	Sequential Addition	—
SDGNT	089016	2	089	Distribution	—
SDGNT	089017	2	089	Addition	—
SDGNT	089018	2	089	Linkage	—
SDGNT	089019	2	089	Equivalence	—
SDGNT	089020	2	089	Association	—
SDGNT	089021	2	089	Dissociation	—
SDGNT	089022	2	089	Combinative Relation	—
SDGNT	089023	2	089	Contrast	—
SDGNT	089024	2	089	Alternative Relation	—
SDGNT	089025	2	089	Substance	—
SDGNT	089026	2	089	Mediation	—
SDGNT	090	1	—	Case	—
SDGNT	090001	2	090	Agent, Personal or Nonpersonal, Causative or Immediate, Direct or Indirect	—
SDGNT	090002	2	090	Instrument	—
SDGNT	090003	2	090	Source of Event or Activity	—
SDGNT	090004	2	090	Responsibility	—
SDGNT	090005	2	090	Viewpoint Participant	—
SDGNT	090006	2	090	Content	—
SDGNT	090007	2	090	Guarantor Participant with Oaths	—
SDGNT	090008	2	090	Opposition	—
SDGNT	090009	2	090	Benefaction	—
SDGNT	090010	2	090	Reason Participant	—
SDGNT	090011	2	090	Agent of a Numerable Event	—
SDGNT	090012	2	090	Agent in a Causative Role Marked by Verbs	—
SDGNT	090013	2	090	Experiencer	—
SDGNT	090014	2	090	To Cause To Experience	—
SDGNT	091	1	—	Discourse Markers	—
SDGNT	091001	2	091	Markers of Transition	—
SDGNT	091002	2	091	Markers of Emphasis	—
SDGNT	091003	2	091	Prompters of Attention	—
SDGNT	091004	2	091	Marker of Direct Address	—
SDGNT	091005	2	091	Markers of Identificational and Explanatory Clauses [Epexegetical]	—
SDGNT	092	1	—	Discourse Referentials	—
SDGNT	092001	2	092	Speaker	—
SDGNT	092002	2	092	Speaker and Those Associated with the Speaker [exclusive and inclusive]	—
SDGNT	092003	2	092	Receptor, Receptors	—
SDGNT	092004	2	092	Whom or What Spoken or Written About	—
SDGNT	092005	2	092	Reciprocal Reference	—
SDGNT	092006	2	092	Relative Reference	—
SDGNT	092007	2	092	Demonstrative or Deictic Reference	—
SDGNT	092008	2	092	Emphatic Adjunct	—
SDGNT	093	1	—	Names of Persons and Places	—
SDGNT	093001	2	093	Persons	—
SDGNT	093002	2	093	Places	—
