szotar	strong	entry_id	jelentes_szam	mezo	forras_hash	forditas_hu	allapot	modell	datum	terminologia_verzio
Thayer	G0035	G35	teljes	forditas_hu	f466000e255b5063e4d7e41fd04bceb82e50203f	ἀγενεαλόγητος ὁ (γενεαλογέω), akinek a származásáról nincs feljegyzés (az Ószövetségben) (R. V. nemzetségjegyzék nélkül): Zsid 7:3 (Zsid 7:6 μή γενεαλογούμενος). Világi szerzőknél sehol sem fordul elő.	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G0035	G35	teljes	forditas_hu	f466000e255b5063e4d7e41fd04bceb82e50203f	ἀγενεαλόγητος ὁ (γενεαλογέω), akinek leszármazása nincs feljegyezve (az Ó. Sz.-ben) (R. V. genealógia nélkül): Zsid 7:3 (Zsid 7:6 μή γενεαλογούμενος). Sehol nem található világi szerzőknél.	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G0086	G86	teljes	forditas_hu	c3a79837bdfbbd6b041fafcaf051440aff6c149b	G86 — Ἅιδης ᾅδης,, ὁ (a régebbi Ἀΐδης helyett, amelyet Homérosz használ, és ez az alfa privativum és ἰδεῖν szóból, nem látható (vö. Lob. Path. Element. 2:6f)); a klasszikusokban 1. tulajdonnév, Hádész, Pluto, az alsóbb régiók istene; így Homérosznál mindig. 2. köznév, Orcus, az alvilág, a halottak birodalma (vö: Theocritus, idyll. 2,159 schol. τήν τοῦ ᾅδου κρούει πύλην. τουτ' ἔστιν ἀποθανεῖται. A Septuagintában a héber שְׁאול szinte mindig ezzel a szóval van visszaadva (egyszer θάνατος, 2Sám 22:6); ezért a bibliai görögben Orcust, az alvilágot jelöli, egy sötét (Jób 10:21) és komor helyet (de vö. γέεννα és παράδεισος) a föld legmélyén (Jób 11:8; Ézs 57:9; Ámós 9:2, stb.; l. ἄβυσσος), a testetlen szellemek közös gyülekezőhelyét: Luk 16:23; εἰς ᾅδου, ti. δόμον, ApCsel 2:27, ApCsel 2:31, egy nagyon gyakori ellipszis szerint, vö. Winers Grammar, 592 (550) (Buttmann, 171 (149)); (de L T Tr WH az ApCsel 2:27-ben és T WH mindkét versben εἰς ᾅδην-t olvas; így a Septuaginta Zsolt 15:10); πύλαι ᾅδου, Mt 16:18 (πυλωροί ᾅδου, Jób 38:17; l. πύλη); κλείς τοῦ ᾅδου, Jel 1:18; Hádész mint hatalom megszemélyesítve, 1Kor 15:55 (ahol L T Tr WH θάνατε-t olvas R G ᾅδῃ helyett (vö. ApCsel 2:24 Tr margó olvasat)); Jel 6:8; Jel 20:13f. Átvitt értelemben, ἕως ᾅδου καταβαίνειν vagy) καταβιβάζεσθαι (menni vagy) a nyomor és gyalázat mélységébe taszíttatni: Mt 11:23 (itt L Tr WH καταβαίνειν); Luk 10:15 (itt Tr margó olvasat WH szöveg καταβαίνειν). (Lásd különösen Boettcher, De Inferis, az ἀϊδής szó alatt a görög indexben. Hádész létezéséről és helyéről vö. Greswell on the Parables, Appendix, fejezet x, v. kötet, ii. rész, o. 261-406; a szó tanbeli jelentőségéről l. a BB. DD. [Hades] és E. R. Craven in Lange on Revelation, o. 364-377.)	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G0086	G86	teljes	forditas_hu	c3a79837bdfbbd6b041fafcaf051440aff6c149b	Ἅιδης ᾅδης,, ὁ (a régebbi Ἀΐδης helyett, amelyet Homérosz használ, és ez a fosztó alfából és az ἰδεῖν szóból származik: nem látható (vö. Lob. Path. Element. 2:6k)); a klasszikusoknál 1. tulajdonnév: Hádész, Plutó, az alvilági régiók istene; így Homérosznál mindig. 2. köznév: Orcus, az alvilág, a holtak birodalma (vö. Theocritus, idyll. 2,159 schol. τήν τοῦ ᾅδου κρούει πύλην. τουτ' ἔστιν ἀποθανεῖται. A Septuagintában a héb. שְׁאול szinte mindig ezzel a szóval van visszaadva (egyszer a θάνατος szóval, 2Sám 22:6); a bibliai görögben ezért Orcust jelöli, az alvilági régiókat, egy sötét (Jób 10:21) és kietlen helyet (de vö. γέεννα és παράδεισος) a föld legmélyén (Jób 11:8; Ézs 57:9; Ámós 9:2 stb.; l. ἄβυσσos), a testetlen szellemek közös befogadóhelyét: Luk 16:23; εἰς ᾅδου nevezetesen δόμον, ApCsel 2:27, ApCsel 2:31, egy nagyon gyakori kihagyás szerint, vö. Winers Grammar, 592 (550) (Buttmann, 171 (149)); (de L T Tr WH az ApCsel 2:27-ben és T WH mindkét versben εἰς ᾅδην szöveget olvas; így a Septuaginta Zsolt 15:10); πύλαι ᾅδου, Mt 16:18 (πυλωροί ᾅδου, Jób 38:17; l. πύλη); κλείς τοῦ ᾅδου, Jel 1:18; Hádész mint hatalom megszemélyesítve, 1Kor 15:55 (ahol L T Tr WH ezt olvassa: θάνατε a R G ᾅδῃ helyett (vö. ApCsel 2:24 Tr margóolvasat)); Jel 6:8; Jel 20:13k. Átvitt értelemben, ἕως ᾅδου καταβαίνειν vagy) καταβιβάζεσθαι: (lemenni vagy) letaszíttatni a nyomorúság és gyalázat mélységébe: Mt 11:23 (itt L Tr WH καταβαίνειν); Luk 10:15 (itt Tr margóolvasat WH szöveg καταβαίνειν). (L. különösen Boettcher, De Inferis, az ἀϊδής szó alatt a görög indexben. Hádész létezéséről és fekvéséről vö. Greswell on the Parables, Appendix, x. fejezet, v. kötet, ii. rész, 261-406. o.; a szó tantételi jelentőségéről l. a BB. DD. [Hades] és E. R. Craven in Lange on Revelation, 364-377. o.)	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G0086	G86	teljes	forditas_hu	c3a79837bdfbbd6b041fafcaf051440aff6c149b	Ἅιδης ᾅδης, ὁ (a régebbi Ἀΐδης helyett, amelyet Homérosz használ, és ez az alfa privativumból és ἰδεῖν-ből származik, nem látható; vö. Lob. Path. Element. 2:6f); a klasszikus szerzőknél 1. tulajdonnév, Hádész, Plútó, az alsó világok istene; így Homérosz mindig. 2. közszó, Orcus, az alvilág, a halottak birodalma (vö: Theokritosz, idyll. 2,159 schol. τήν τοῦ ᾅδου κρούει πύλην. τουτ' ἔστιν ἀποθανεῖται. A Septuagintában a héb. שְׁאול szinte mindig ezzel a szóval fordul elő (egyszer θάνατος-szal, 1Sám 22:6); ezért a bibliai görögben Orcus, az alvilági tartomány, sötét (Jób 10:21) és sivár hely (de vö. γέεννα és παράδεισος) a föld legmélyén (Jób 11:8; Ézs 57:9; Ámós 9:2 stb.; l. ἄβυσσος), a testtelen lelkek közös tárháza: Luk 16:23; εἰς ᾅδου ti. δόμον, ApCsel 2:27, ApCsel 2:31, egy nagyon gyakori ellipszis szerint, vö. Winers Grammar, 592 (550) (Buttmann, 171 (149)); (de L T Tr WH az ApCsel 2:27-ben és T WH mindkét versben εἰς ᾅδην olvasnak; így a Septuaginta Zsolt 15:10); πύλαι ᾅδου, Mt 16:18 (πυλωροί ᾅδου, Jób 38:17; l. πύλη); κλείς τοῦ ᾅδου, Jel 1:18; Hádész mint hatalom személyesítve van, 1Kor 15:55 (ahol L T Tr WH θάνατε-t olvasnak R G ᾅδῃ helyett (vö. ApCsel 2:24 Tr marginal reading)); Jel 6:8; Jel 20:13f. Átvitt értelemben, ἕως ᾅδου καταβαίνειν vagy καταβιβάζεσθαι (menni vagy) lesüllyedni a nyomorúság és szégyen mélységébe: Mt 11:23 (itt L Tr WH καταβαίνειν); Luk 10:15 (itt Tr marginal reading WH text καταβαίνειν). (L. különösen Boettcher, De Inferis, az ἀϊδής szó alatt a görög indexben. A Hádész létezésére és helyére vonatkozóan vö. Greswell on the Parables, Appendix, chapter x, vol. v, part ii, pp. 261-406; a szó doktrinális jelentőségére vonatkozóan l. a BB. DD. [Hades] és E. R. Craven in Lange on Revelation, pp. 364-377.)	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G0282	G282	teljes	forditas_hu	bda0a77cb9ba8c8e4b52618b1f8031d43cc4c61c	G282 — ἀμήτωρ (ορος, ὁ, ἡ (μήτηρ), anya nélküli, anyátlan; görög írásokban: 1. anya nélkül született, pl. Minerva, Euripides, Phoen. 666f, mások; maga Isten, amennyiben nincs eredete, Lactantius, instt. 4, 13, 2. 2. anyjától megfosztott, Herodotus 4, 154, máshol. 3. alacsony vagy ismeretlen anyától született, Euripides, Ion 109 vö. 837. 4. anyátlan, anya nevére méltatlan: μήτηρ ἀμήτωρ, Sophocles El. 1154. Vö. Bleek on Heb. vol. ii., 2, o. 305ff 5. a görögöknél nem használt jelentésben, 'akinek az anyja nincs feljegyezve a nemzetségtáblázatban': Melkizedekről, Zsid 7:3; (Sáráról Philo által a de temul. § 14, és rer. div. haer. § 12; (vö. Bleek, mint fent)); vö. a klasszikus ἀνολυμπιάς.	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G0282	G282	teljes	forditas_hu	bda0a77cb9ba8c8e4b52618b1f8031d43cc4c61c	ἀμήτωρ (ορος, ὁ, ἡ (μήτηρ), anya nélküli, anyátlan; a görög iratokban: 1. anya nélkül született, pl. Minerva, Euripidész, Phoen. 666 sk., mások; maga Isten, amennyiben eredet nélküli, Lactantius, instt. 4, 13, 2. 2. anyjától megfosztott, Hérodotosz 4, 154, máshol. 3. alacsony származású vagy ismeretlen anyától született, Euripidész, Ion 109 vö. 837. 4. nem anyai, anya nevére méltatlan: μήτηρ ἀμήτωρ, Szophoklész El. 1154. Vö. Bleek a Zsid-hoz vol. ii., 2, o. 305 skk. 5. a görögök által nem használt jelentésben, 'akinek anyja nincs feljegyezve a nemzetségtáblázatban': Melkisédekről, Zsid 7:3; (Sáráról Philónál a de temul. 14. §-ban, és rer. div. haer. 12. §-ban; (vö. Bleek, mint fent)); vö. a klasszikus ἀνολυμπιάς.	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G0282	G282	teljes	forditas_hu	bda0a77cb9ba8c8e4b52618b1f8031d43cc4c61c	ἀμήτωρ (ορος, ὁ, ἡ (μήτηρ), anya nélküli, anyátlan; görög írásokban: 1. anya nélkül született, pl. Minerva, Euripides, Phoen. 666f, mások; maga Isten, amennyiben eredet nélküli, Lactantius, instt. 4, 13, 2. 2. anyja által megfosztott, Herodotus 4, 154, másutt. 3. alacsony vagy ismeretlen anyától született, Euripides, Ion 109 vö. 837. 4. anyához méltatlan, az anya nevét érdemtelen: μήτηρ ἀμήτωρ, Sophocles El. 1154. Vö. Bleek on Héb. vol. ii., 2, o. 305ff 5. görögök által nem használt jelentésben, 'akinek anyja nincs feljegyezve a genealógiában': Melkizedékről, Zsid 7:3; (Sáráról Philo által de temul. § 14, és rer. div. haer. § 12; (vö. Bleek fent); vö. a klasszikus ἀνολυμπιάς.	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G0540	G540	teljes	forditas_hu	f8f1de16f7835e1deeede1c6aa75cd2aea40a351	G540 — ἀπάτωρ ἀπατορος, ὁ, ἡ (πατήρ), olyan szó, amelynek csaknem ugyanaz a jelentésváltozata, mint az ἀμήτωρ-nak, l. ott; (Szophoklésztől kezdve); (apa nélkül, azaz) akinek az apja nincs feljegyezve a nemzetségtáblákban: Zsid 7:3.	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G0540	G540	teljes	forditas_hu	f8f1de16f7835e1deeede1c6aa75cd2aea40a351	ἀπάτωρ ἀπατορος, ὁ, ἡ (πατήρ), olyan szó, amely szinte ugyanolyan sokféle jelentéssel bír, mint az ἀμήτωρ, l. azt; (Szophoklésztől kezdve); (apa nélküli, azaz) akinek apja nincs feljegyezve a nemzetségtáblázatokban: Zsid 7:3.	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G0540	G540	teljes	forditas_hu	f8f1de16f7835e1deeede1c6aa75cd2aea40a351	ἀπάτωρ ἀπατορος, ὁ, ἡ (πατήρ), szó, amely majdnem ugyanolyan sokféle jelentéssel bír, mint az ἀμήτωρ, l. azt; (Sophoklésztől kezdve); (apa nélkül, azaz) akinek az apja nincs feljegyezve az nemzetségtáblázatokban: Zsid 7:3.	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G0813	G813	teljes	forditas_hu	bda47a0ff5b05245574209b5b16a4f2661dbb315	G813 — ἄτακτος ἄτακτον (τάσσω), rendetlen, a sorból kivált, (gyakran így katonákról); szabálytalan, mértéktelen (ἀτακτοι ἡδοναι mértéktelen gyönyörök, Plato, legg. 2, 660 b.; Plutarch, de book educ. c. 7), a megszabott rendtől vagy szabálytól eltérő: 1Thessz 5:14, vö. 2Thessz 3:6. (A görög irodalomban (Hérodotosztól és) Thuküdidésztől kezdve; gyakran Platónnál.)	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G0813	G813	teljes	forditas_hu	bda47a0ff5b05245574209b5b16a4f2661dbb315	ἄτακτος ἄτακτον (τάσσω), rendetlen, a sorból kilépő (gyakran így katonákra vonatkozóan); szabálytalan, mértéktelen (ἀτακτοι ἡδοναι mértéktelen gyönyörök, Platón, legg. 2, 660 b.; Plutarkhosz, de book educ. c. 7), az előírt rendtől vagy szabálytól eltérő: 1Thessz 5:14, vö. 2Thessz 3:6. (Görög iratokban (Hérodotosztól és) Thuküdidésztől fogva; gyakran Platónnál.)	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G0813	G813	teljes	forditas_hu	bda47a0ff5b05245574209b5b16a4f2661dbb315	ἄτακτος ἄτακτον (τάσσω), rendezetlen, a sorok közül kimaradó, (gyakran így katonákról); szabálytalan, mértéktelen (ἀτακτοι ἡδοναι mértéktelen örömök, Platón, legg. 2, 660 b.; Plutarkhosz, de book educ. c. 7), az előírt rendtől vagy szabálytól eltérő: 1Thessz 5:14, vö. 2Thessz 3:6. (Görög írásokban (Hérodotosz és) Thukididész óta; gyakran Platónnál.)	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G0994	G994	teljes	forditas_hu	4a651f576e0f8c552d06ec81369e2857ecd091d2	G994 — βοάω βόω; (folyamatos múlt ἐβόων, Act 21:34 Rec.); 1. aoristos ἐβόησα; (βοή); Homérosztól kezdve; a Septuagintában leginkább קָרָא, זָעַק, צָעַק helyett, hangosan kiáltani, kiáltani (latinul boo); 1. kiáltást emelni: örömben, Gal 4:27 (Ézs 54:1-ből); fájdalomban, Mat 27:46 L széljegyzet Tr WH; Act 8:7. 2. kiáltani, azaz magas, erős hangon beszélni: Mat 3:3, Mar 1:3, Luk 3:4, Joh 1:23 (mind Ézs 40:3-ból); Mar 15:34; Luk 9:38 (R G ἀναβοάω); (Luk 18:38); Act 17:6; Act 21:34 Rec.; (R G ἐπιβοάω). 3. πρός τινα kiáltani valakihez segítségért, segítségét kérni: Luk 18:7 (T Tr WH αὐτῷ; vö. Winer's Grammar, 212 (199)) (1Sám 7:8; 1Krón 5:20; Hós 7:14, stb. אֶל זָעַק helyett). (Összevetés: ἀναβοάω, ἐπιβοάω.)	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G0994	G994	teljes	forditas_hu	4a651f576e0f8c552d06ec81369e2857ecd091d2	βοάω βόω; (folyamatos múlt ἐβόων, ApCsel 21:34 Rec.); 1. aoristos ἐβόησα; (βοή); Homérosztól kezdve; a Septuagintában többnyire a קָרָא, זָעַק, צָעַק helyett, fennhangon kiált, kiabál (latin boo); 1. kiáltást hallat: örömében, Gal 4:27 (Ézs 54:1-ből); fájdalmában, Mt 27:46 L lapszéli olvasat Tr WH; ApCsel 8:7. 2. kiált, azaz magas, erős hangon beszél: Mt 3:3, Mk 1:3, Luk 3:4, Ján 1:23 (mind Ézs 40:3-ból); Mk 15:34; Luk 9:38 (R G ἀναβοάω); (Luk 18:38); ApCsel 17:6; ApCsel 21:34 Rec.; (R G ἐπιβοάω). 3. πρός τινα segítségért kiált valakihez, segítségéért könyörög: Luk 18:7 (T Tr WH αὐτῷ; vö. Winer Grammatikája, 212 (199)) (1Sám 7:8; 1Krón 5:20; Hós 7:14, stb. a אֶל זָעַק helyett). (Vö.: ἀναβοάω, ἐπιβοάω.)	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G0994	G994	teljes	forditas_hu	4a651f576e0f8c552d06ec81369e2857ecd091d2	βοάω βόω; (imperfectum ἐβόων, ApCsel 21:34 Rec.); 1. aoristus ἐβόησα; (βοή); Homerostól kezdve; a Septuagintában többnyire קָרָא, זָעַק, צָעַק megfelelője, hangosan kiáltani, ordítani (latin boo); 1. kiáltást hallatni: örömből, Gal 4:27 (Ézs 54:1-ből); fájdalomból, Mt 27:46 L marginal reading Tr WH; ApCsel 8:7. 2. kiáltani, azaz magas, erős hangon beszélni: Mt 3:3, Mk 1:3, Luk 3:4, Ján 1:23 (mind Ézs 40:3-ból); Mk 15:34; Luk 9:38 (R G ἀναβοάω); (Luk 18:38); ApCsel 17:6; ApCsel 21:34 Rec.; (R G ἐπιβοάω). 3. πρός τινα valakihez kiáltani segítségért, kérni segítségét: Luk 18:7 (T Tr WH αὐτῷ; vö. Winer's Grammar, 212 (199)) (1Sám 7:8; 1Krón 5:20; Hós 7:14, stb. אֶל זָעַק megfelelője). (Vö.: ἀναβοάω, ἐπιβοάω.)	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G1311	G1311	teljes	forditas_hu	5227e199045c4cff2ad025e21256c932ae3bd5d5	G1311 — διαφθείρω 1. aoristos διεφθειρα; szenvedő (jelen διαφθείρομαι); befejezett melléknévi igenév διεφθαρμενος; 2. aoristos διεφθαρην; a Septuaginta nagyon gyakran a שִׁחֵת megfelelője, néha a חִבֵּל megfelelője; görög írásokban Homérosztól kezdve; 1. rosszabbra változtatni, megrontani: elméket, erkölcsöket; τήν γῆν, azaz a földet lakó embereket, Jel 11:18; διεφθαρμένοι τόν νοῦν, 1Tim 6:5 (τήν διάνοιαν, Platón, legg. 10, p. 888 a.; τόν γνώμην, Dionüsziosz Halikarnasszeusz, Antiquities 5, 21; τούς ὀφθαλμούς, Xenophón, an. 4, 5, 12). 2. elpusztítani, tönkretenni, (latin perdere); a. felemészteni, a testi erőről és erőről: ὁ ἔξω ἡμῶν ἄνθρωπος διαφθείρεται (elrohad), 2Kor 4:16; a féregről vagy molyról, amely megeszi az élelmet, ruhát, stb. Luk 12:33. b. elpusztítani (latin delere): Jel 8:9; megölni, διαφθείρειν τούς, stb. Jel 11:18.	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
